CODI_10;ORDENACIO_ALFABETICA;NOM COMPLERT;ADREÇA;MUNICIPI;TELÈFON;FAX;TRACTAMENT;PRESIDENT;NOM;COGNOM1;COGNOM2;PARTIT_POLITIC;SEXE;CÀRREC;GERENT;CIF;COMARCA;CODCOMARCA;PROVINCIA;CODIPROV;CAPICOM;ANY_CENS;CENS;CODITIPUS;SUPERFICIE;ARTICLE;NOMTIPUS;CODIPOSTAL;SECRETARI;HORARI;DISSOLT;SIGLACOM;ALTURA;CODIPARE;TIPUSPARE;NOMPARE;HD;NOM_CAPITAL;E_MAIL;WEB;PARTIT_JUDICIAL;PARTIT_ELECTORAL;GENTILICI;LOCALITAT_CP;DELEGACIO_GOVERN;MUNICAT;AMBIT;SITUA_GEO_MUNICIPI;SITUA_GEO_COMARCA;PLANOL_CARRERS;SALUTACIO;DATA_ACTUALITZACIO
4303320002;Botarell;Ajuntament de Botarell;Pl. Ajuntament, 5;Botarell;977-826130;977-826627;Il·lm. Sr.;Lluis Escoda Freixas;Lluis;Escoda;Freixas;ERC-AM;Senyor;Alcalde President;;P4303300J;Baix Camp;8100810007;Tarragona;8004330008;N;2018;1070;2;11,95;    ;Municipis;43772;;;N;BC;196;;;;H;Botarell;aj.botarell@altanet.org;http://www.botarell.altanet.org;Reus;Reus;botarellencs;Botarell;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4303320002;Camp de Tarragona;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|43033&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|08&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430332;Benvolgut alcalde;26/07/2019
2505600000;Bovera;Ajuntament de Bovera;Major, 20-22;Bovera;973-133139;973-133139;Il·lm. Sr.;Òscar R. Acero Giralt;Òscar R.;Acero;Giralt;JxCAT;Senyor;Alcalde President;;P2506800H;Garrigues;8101890004;Lleida;8002550006;N;2018;257;2;30,97;    ;Municipis;25178;;tots els dies de 10h-13h i de 17h-19h;N;GG;297;;;;H;Bovera;ajuntament@bovera.ddl.net;http://bovera.ddl.net/;Lleida;Lleida;boverins;Bovera;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2505600000;Ponent;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|25056&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|18&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250560;Benvolgut alcalde;26/07/2019
4303470005;Bràfim;Ajuntament de Bràfim;Pl. de la Vila, 1;Bràfim;977-620011;977-620602;Il·lm. Sr.;Xavier Rius Garcia;Xavier;Rius;Garcia;TsB-AM;Senyor;Alcalde President;;P4303400H;Alt Camp;8100170005;Tarragona;8004330008;N;2018;673;2;6,37;    ;Municipis;43812;;;N;AC;236;;;;H;Bràfim;mmiracle@brafim.altanet.org;http://www.brafim.altanet.org;Valls;Valls;brafimencs;Bràfim;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4303470005;Camp de Tarragona;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|43034&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|01&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430347;Benvolgut alcalde;26/07/2019
1702740003;Breda;Ajuntament de Breda;Pl. de la Vila, 9;Breda;972-870012;972-160333;Il·lm. Sr.;Dídac Manresa Molins;Dídac;Manresa;Molins;ERC - AM;Senyor;Alcalde President;;P1703000H;Selva;8103470005;Girona;8001760009;N;2018;3733;2;5,01;    ;Municipis;17400;;tots els dies de 9h-15h;N;SV;169;;;;H;Breda;ajuntament@breda.cat;http://www.breda.cat;Santa Coloma de Farners;Santa Coloma de Farners;bredencs;Breda;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1702740003;Comarques Gironines;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17027&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|34&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170274;Benvolgut alcalde;26/07/2019
0802530008;Bruc;Ajuntament del Bruc;Bruc del Mig, 55;El Bruc;93-7710006;93-7710450;Il·lma. Sra.;Bàrbara Ortuño Escriu;Bàrbara;Ortuño;Escriu;BRUC-BVU E;Senyora;Alcaldessa Presidenta;;P0802500I;Anoia;8100690004;Barcelona;8000840003;N;2018;2027;2;47,44; El ;Municipis;08294;;Dilluns a divendres de 09:00 a 14:00 i dimecres de 16:00 a 19:00.;N;AI;489;;;;D;El Bruc;bruc@diba.cat;http://www.bruc.cat;Igualada;Igualada;bruquetans;El Bruc;Penedès;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0802530008;Comarques Centrals;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08025&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|06&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080253;Benvolguda alcaldessa;26/07/2019
0802660009;Brull;Ajuntament del Brull;Pl. de l'Ajuntament, s/n;El Brull;93-8840041;93-8841054;Il·lm. Sr.;Ferran Teixidó Turner;Ferran;Teixidó;Turner;ARA BRULL;Senyor;Alcalde President;;P0802600G;Osona;8102490004;Barcelona;8000840003;N;2018;257;2;41,1; El ;Municipis;08559;;Dimarts, dijous i divendres de 9:00 h. a 14:00 i dlluns i dimecres de 9 h. a 13 h. I de 15 h. a 19 h.;N;OS;843;;;;H;El Brull;brull@elbrull.cat;http://www.elbrull.cat;Vic;Vic;brullencs;El Brull;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0802660009;Comarques Centrals;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08026&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|24&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080266;Benvolgut alcalde;26/07/2019
1702800000;Brunyola i Sant Martí Sapresa;Ajuntament de Brunyola i Sant Martí Sapresa;Plaça del castell de Brunyola, 5;Brunyola i Sant Martí Sapresa;972-423214;972-423214;Il·lma. Sra.;Anna Mascort Nogué;Anna;Mascort;Nogué;JXCAT;Senyora;Alcaldessa Presidenta;;P1703100F;Selva;8103470005;Girona;8001760009;N;2018;369;2;36,85;    ;Municipis;17441;;dilluns i dijous de 16 a 20 hores;N;SV;247;;;;D;Brunyola;ajuntament@brunyola.cat;http://www.brunyola.cat;Santa Coloma de Farners;Santa Coloma de Farners;;Brunyola;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1702800000;Comarques Gironines;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17028&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|34&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170280;Benvolguda alcaldessa;26/07/2019
4303500000;Cabacés;Ajuntament de Cabacés;Major, 29;Cabacés;977-839109;977-839227;Il·lm. Sr.;Jaume Pujals Pujals;Jaume;Pujals;Pujals;IpC - AM;Senyor;Alcalde President;;P4303500E;Priorat;8102900000;Tarragona;8004330008;N;2018;305;2;31,21;    ;Municipis;43373;;;N;PR;358;;;;H;Cabacés;aj.cabaces@altanet.org;http://www.cabaces.altanet.org;Falset;Reus;;Cabacés;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4303500000;Camp de Tarragona;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|43035&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|29&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430350;Benvolgut alcalde;26/07/2019
2506090004;Cabanabona;Ajuntament de Cabanabona;Carretera de Vilalta, s/n;Cabanabona;973-460048;973-460048;Il·lm. Sr.;Lluís Clotet Oliva;Lluís;Clotet;Oliva;JxCAT;Senyor;Alcalde President;;P2507200J;Noguera;8102340003;Lleida;8002550006;N;2018;76;2;14,34;    ;Municipis;25748;;Tots els dies de 9 a 14;N;NG;421;;;;H;Cabanabona;ajuntament@cabanabona.ddl.net;http://cabanabona.ddl.net/;Balaguer;Balaguer;;Cabanabona;Lleida;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2506090004;Ponent;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|25060&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|23&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250609;Benvolgut alcalde;26/07/2019
1703140003;Cabanelles;Ajuntament de Cabanelles;Església, 4;Cabanelles;972-565161;972-565161;Il·lm. Sr.;Martí Espigulé Vallmajó;Martí;Espigulé;Vallmajó;JxC - AM;Senyor;Alcalde President;;P1703400J;Alt Empordà;8100220002;Girona;8001760009;N;2018;273;2;44,93;    ;Municipis;17746;;dill. i dij. 17-19h / dissabtes 10h a 12h;N;AE;194;;;;H;Cabanelles;ajuntament@cabanelles.cat;http://www.ddgi.cat/cabanelles/;Figueres;Figueres;cabanellencs;Cabanelles;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1703140003;Comarques Gironines;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17031&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|02&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170314;Benvolgut alcalde;26/07/2019
1703070005;Cabanes;Ajuntament de Cabanes;Pl. Ajuntament, 11;Cabanes;972-505973;972-503974;Il·lm. Sr.;Alejandro Hernández González;Alejandro;Hernández;González;JXCAT;Senyor;Alcalde President;;P1703300B;Alt Empordà;8100220002;Girona;8001760009;N;2018;944;2;15;    ;Municipis;17761;;Dilluns, dimecres i divendres de 9  a 14 h. Dijous de 16 a 20 h.;N;AE;26;;;;H;Cabanes;ajuntament@cabanes.cat;http://www.cabanes.cat;Figueres;Figueres;cabanencs;Cabanes;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1703070005;Comarques Gironines;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17030&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|02&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170307;Benvolgut alcalde;26/07/2019
0802720002;Cabanyes;Ajuntament de les Cabanyes;Torres i Bages, 6;Les Cabanyes;93-8921048;93-2220273;Il·lm. Sr.;Agustí Vallverdú Gil;Agustí;Vallverdú;Gil;JxCAT;Senyor;Alcalde President;;P0802700E;Alt Penedès;8100380001;Barcelona;8000840003;N;2018;965;2;1,19;Les ;Municipis;08794;;;N;AP;252;;;;H;Les Cabanyes;cabanyes@diba.cat;http://www.lescabanyes.cat;Vilafranca del Penedès;Vilafranca del Penedès;cabanyencs;Les Cabanyes;Penedès;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0802720002;Metropolità;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08027&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|03&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080272;Benvolgut alcalde;26/07/2019
2506160009;Cabó;Ajuntament de Cabó;Església, s/n;Cabó;973-383320;973-383320;Il·lm. Sr.;Josep Marquès Castany;Josep;Marquès;Castany;JxCAT;Senyor;Alcalde President;;P2507300H;Alt Urgell;8100430008;Lleida;8002550006;N;2018;97;2;79,28;    ;Municipis;25794;;;N;AU;768;;;;H;Cabó;ajuntament@cabo.ddl.net;http://cabo.ddl.net/;La Seu d'Urgell;La Seu d'Urgell;cabonesos;Cabó;Alt Pirineu i Aran;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=2506160009;Alt Pirineu i Aran;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|25061&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|04&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=250616;Benvolgut alcalde;26/07/2019
4303630008;Cabra del Camp;Ajuntament de Cabra del Camp;Pl. Església, 1;Cabra del Camp;977-630131;977-631251;Il·lma. Sra.;Natàlia Targa Canela;Natàlia;Targa;Canela;ApC-AM;Senyora;Alcaldessa Presidenta;;P4303600C;Alt Camp;8100170005;Tarragona;8004330008;N;2018;1141;2;26,81;    ;Municipis;43811;;De dilluns a divendres de les 8,45 h a les 14,45 h. I els dijous a la tarda de les 17 h a les 19 h.;N;AC;493;;;;D;Cabra del Camp;aj.cabra@altanet.org;http://www.cabra.oasi.org;Valls;Valls;cabrencs;Cabra del Camp;Tarragona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4303630008;Camp de Tarragona;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|43036&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|01&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430363;Benvolguda alcaldessa;26/07/2019
0802880001;Cabrera d'Anoia;Ajuntament de Cabrera d'Anoia;Pl. Canaletes, 1;Cabrera d'Anoia;93-7749017;93-7749059;Il·lm. Sr.;Jaume Gorrea Ortiz;Jaume;Gorrea;Ortiz;ERC-AM;Senyor;Alcalde President;;P0802800C;Anoia;8100690004;Barcelona;8000840003;N;2018;1376;2;17,21;    ;Municipis;08718;;dilluns a dissabte de 9,30h a 14,30h;N;AI;299;;;;H;Canaletes;cabrerai@diba.cat;http://www.anoia.cat/index.php?num_informacio=67;Igualada;Igualada;cabrerins;Canaletes (Cabrera d'Anoia);Penedès;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0802880001;Comarques Centrals;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08028&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|06&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080288;Benvolgut alcalde;26/07/2019
0802910007;Cabrera de Mar;Ajuntament de Cabrera de Mar;Pl. Ajuntament, 5;Cabrera de Mar;93-7590091;93-7500284;Il·lm. Sr.;Jordi Mir Boix;Jordi;Mir;Boix;JxCAT;Senyor;Alcalde President;;P0802900A;Maresme;8102130008;Barcelona;8000840003;N;2018;4664;2;9,02;    ;Municipis;08349;;;N;MM;104;;;;H;Cabrera de Mar;info@cabrerademar.cat;http://www.cabrerademar.cat;Mataró;Mataró;cabrerencs;Cabrera de Mar;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0802910007;Metropolità;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08029&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|21&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080291;Benvolgut alcalde;26/07/2019
0803050006;Cabrils;Ajuntament de Cabrils;Domènec Carles, 1;Cabrils;93-7539660;93-7507030;Il·lma. Sra.;Maite Viñals Clemente;Maite;Viñals;Clemente;ERC/AM;Senyora;Alcaldessa Presidenta;;P0803000I;Maresme;8102130008;Barcelona;8000840003;N;2018;7348;2;6,99;    ;Municipis;08348;;;N;MM;147;;;;D;Cabrils;ajuntament@cabrils.cat;http://www.cabrils.org/;Mataró;Mataró;cabrilencs;Cabrils;Barcelona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0803050006;Metropolità;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08030&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|21&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080305;Benvolguda alcaldessa;26/07/2019
1703290004;Cadaqués;Ajuntament de Cadaqués;Silvi Rahola, 2;Cadaqués;972-258200;972-258074;Il·lma. Sra.;Pia Serinyana Torrents;Pia;Serinyana;Torrents;FEM-CDQ;Senyora;Alcaldessa Presidenta;;P1703500G;Alt Empordà;8100220002;Girona;8001760009;N;2018;2752;2;26,52;    ;Municipis;17488;;De dilluns a divendres de  9 a 14 h.;N;AE;23;;;;D;Cadaqués;informacio@cadaques.cat;http://www.cadaques.cat;Figueres;Figueres;cadaquesencs;Cadaqués;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1703290004;Comarques Gironines;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17032&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|02&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170329;Benvolguda alcaldessa;26/07/2019
0803120002;Calaf;Ajuntament de Calaf;Pl. Gran, 1-4;Calaf;93-8698512;93-8680462;Il·lm. Sr.;Jordi Badia Perea;Jordi;Badia;Perea;ERC-JxC-AM;Senyor;Alcalde President;;P0803100G;Anoia;8100690004;Barcelona;8000840003;N;2018;3547;2;9,22;    ;Municipis;08280;;;N;AI;680;;;;H;Calaf;calaf@calaf.cat;http://www.calaf.cat/;Igualada;Igualada;calafins;Calaf;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0803120002;Comarques Centrals;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08031&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|06&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080312;Benvolgut alcalde;26/07/2019
4303790004;Calafell;Ajuntament de Calafell;Pl. Catalunya, 1;Calafell;977-699009;977-699155;Il·lm. Sr.;Ramon Ferré Solé;Ramon;Ferré;Solé;PSC-CP;Senyor;Alcalde President;;P4303700A;Baix Penedès;8101200000;Tarragona;8004330008;N;2018;25444;2;20,18;    ;Municipis;43820;;tots els dies de 9h-14h;N;BP;67;;;;H;Calafell;info@calafell.org;http://www.calafell.altanet.org;El Vendrell;El Vendrell;calafellencs;Calafell;Penedès;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=4303790004;Camp de Tarragona;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|43037&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|12&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=430379;Benvolgut alcalde;26/07/2019
0803480001;Calders;Ajuntament de Calders;Pl. Major, 1;Calders;93-8309000;93-8309229;Il·lm. Sr.;Eduard Sánchez Campoy;Eduard;Sánchez;Campoy;JxCAT;Senyor;Alcalde President;;P0803400A;Moianès;8104240003;Barcelona;8000840003;N;2018;946;2;33,03;    ;Municipis;08275;;;N;MO;552;;;;H;Calders;calders@calders.cat;http://www.calders.cat;Manresa;Manresa;calderins;Calders;Catalunya Central;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=0803480001;Comarques Centrals;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|08034&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|42&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=080348;Benvolgut alcalde;26/07/2019
1703350006;Caldes de Malavella;Ajuntament de Caldes de Malavella;Pl. Ajuntament, 8;Caldes de Malavella;972-470005;972-470525;Il·lm. Sr.;Salvador Balliu Torroella;Salvador;Balliu;Torroella;JxCAT;Senyor;Alcalde President;;P1703700C;Selva;8103470005;Girona;8001760009;N;2018;7458;2;57,21;    ;Municipis;17455;;tots els dies de 8h-15h / dissabte de 8h-14h;N;SV;84;;;;H;Caldes de Malavella;ajuntament@caldesdemalavella.cat;http://www.caldesdemalavella.cat;Santa Coloma de Farners;Santa Coloma de Farners;calderins;Caldes de Malavella;Girona;www.municat.gencat.cat#http://aplicacions.municat.gencat.cat/index.php?page=consulta&mostraEns=1703350006;Comarques Gironines;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Municipis&QUERY=CODI_INE|LIKE|17033&FIT=True;www.municat.gencat.cat#http://hipermapa.ptop.gencat.cat/hipermapa/hipermapa2_cat.asp?NOM_FLASH=aea_high.swf&QUERY_LAYER=Comarques&QUERY=COMARCA|LIKE|34&FIT=True&FILTER=True;http://mercuri.icc.cat/website/mob_nf/mob1/mob2/inici2.htm?&mun=170335;Benvolgut alcalde;26/07/2019
